username,playtime,content,recommended,owned_products,found_helpful
Mysthero,14.0 hrs on record,"Posted: August 26
Had I purchased this game at the full price. I probably would have been just as upset as everyone who bought the game at launch. When this game was announced, I was thrilled for an exciting pirate adventure. What was delivered... well, you've all seen countless reviews at this point so I won't go over all the talking points. I will say however... this was very disappointing.

At the priceI paid, Istill find some enjoyment, but this was not what I was hoping for a AAAA game.",推荐,754 products in account,2 people found this review helpful 0
Pops,3.1 hrs on record,"Posted: August 27
This game is not worth 24$.",推荐,,1 person found this review helpful 0
Demon666,6.3 hrs on record,"Posted: August 26
great pirate game. less the murder... but still fun",推荐,,1 person found this review helpful 2
New Wangnoi,12.6 hrs on record,"Posted: August 26
เควสโครตเยอะ ชื่อตัวธรรมดาค่อยๆเริ่มจากไม่มีอะไรเลย คือโครตกินเวลา เกมส์ดี สำหรับราคาเริ่มต้นถือว่าคุ้ม 8/10",推荐,,No one has rated this review as helpful yet 0
景小天,17.0 hrs on record,"Posted: August 26
扬帆，启航！
作为一款跳票多次并在首发一年半后终于登陆Steam的多人联机海战游戏，《碧海黑帆》虽然可能未必是我理想中的那个模样，但是整体的海战玩法以及养成、商贸机制还是基本能令我满意的。游戏有着育碧传统的超一流画面，当玩家控制的船只在波涛汹涌的印度洋上航行时既充满危险又极具刺激。相对于主角扮演的海盗船长和经济部分，本作的游玩重点倾向于船只养成，每一艘的改造都高度自由，毕竟击败敌人还是得靠船坚炮利。

游玩前须知（个人向）
评论区有一些小伙伴在反映无法匹配也无法进入游戏的问题，从个人体验上来说解决方法如下，但不一定准确：

1.本作虽然目前在线人数并不是很高，但是匹配进游戏的数量级是绰绰有余的。

2.由于海战是实时跨平台联机的，因此单人游玩也需要进行匹配入局。亲测裸连不可进，开加速器可以秒进。

3.如果开了类似于Steam++的软件并进行了加速，可能会造成DNS污染。对应到游戏中就会在匹配成功后无限被踢出游戏。需要修复网络或重启电脑。

不同于本作的源头“黑旗”以及其它一些海战作品，本作中主角征服海洋叱咤海盗圈的核心载体就是船只。没有强大的船体，你几乎啥都干不了。游戏的主线剧情或者说初期的引导部分也是在让你一步步武装船只。

具体来说船体的核心部位就是火炮、装甲和陈设。顾名思义，火炮决定了你船体的攻击力，装甲决定了船体的坚固程度，而陈设可以理解为通过一些配件增强船体的攻防乃至于航速等各种属性。当你进行火炮武装的时候，游戏也会有特写动画让你欣赏到武器是如何布置到位的，细节方面还是做的不错的。一开始的武器就是传统的迫击炮之类的，但随着你战力、金钱和声望的提升，各种先进武器会陆续到来。什么类似于诸葛连弩般的火箭连射弹以及一发就能让敌船闻风丧胆的巨型弩炮都能让你战斗激情拉满。

虽然游戏中主角也可以第三人称的视角登岸接取任务、贸易往来或者搞一些后勤补给之类的，但似乎也仅限于此了。你绝大部分的时间还是需要在海上度过。驾驶着你精心打造的“梅里号”，指挥船员们高唱战歌，航行在波涛汹涌还具有天气变化的海洋中，这本身就可以当作一个不错的航行观光游戏来体验了。

当然要想混出点名堂里，只是当游轮出海那岂可休？我们可以在非安全区域中无时无刻发起海战。在较远距离时通过瞄准后炮击的方式消耗敌方船体的“生命”。但是在实际操作中并不是那么容易，因为你一方面需要瞄准，另一方面还得精准控制船只的航行方向。尤其是当风浪很大或者船只很多的时候，我甚至怀疑某些3D眩晕症的玩家有可能会犯病。

当对方船体严重受损时，如果你想获得一些额外的战利品，那就需要进行“登船”操作。此时又是一个需要考虑你驾船技术的时刻，我好多次翻来覆去就是找不准位置抛锚。等好不容易抓准时机的时候，那艘敌船也可能被其他玩家直接轰沉了，真是气煞我也！

此外本作还有个堪称魂系的设定。那便是如果你的船只不幸被炸沉，货物会沉入海底。当你再次扬帆起航时还得去把它们捞起来，这很酷！

目前市面上的海战游戏说白了也没几款，喜欢这种题材的玩家在Steam首发就-60%的情况下入坑《碧海黑帆》，其性价比还是不错的。即便游戏依然有一些问题，但好在育碧仍在稳步更新并推出新赛季新活动，如果有小伙伴一起那就更好了。",推荐,"4,475 products in account",No one has rated this review as helpful yet 0
Bigi Mowgli,4.9 hrs on record,"Posted: August 25
j'étais le premier à dire non merci et pourtant faut le prendre comme il est en tout cas en solo est pas un 4A mais ça n'en reste un très bon jeu !!",推荐,241 products in account,2 people found this review helpful 0
DeadlyPants,36.7 hrs on record,"Posted: August 25
yes",推荐,,2 people found this review helpful 0
Dumpling,10.0 hrs on record,"Posted: August 25
Fun lil' pirate game.",推荐,,"1 person found this review helpful
1 person found this review funny 0"
SD15,12.6 hrs on record,"Posted: August 24
I love this game! 5*!",推荐,56 products in account,3 people found this review helpful 1
Mugen,4.1 hrs on record,"Posted: August 25
Bon jeux, j'y ai jouer à la sortie, il ya eu des améliorations bref Bon jeux de pirates mais attention rien à voir avec un AC hein ... au cas où ...",推荐,,4 people found this review helpful 0
☆ Ag1ad ⛧,27.2 hrs on record,"Posted: August 24
Having more than 400 hours on Ubisoft Connect since its initial release, I might as well write my review of the game. The game sure has some bugs which are constantly being fixed each week with new content releasing as well. The game is not great or some ""AAAA"" game, some trolls might be telling you it supposedly is, but it's a good pirate game and for the price of 24 Euros on sale. Of course the grinding for materials is huge and I wish the game was less grindy. Say what you like about Ubisoft these days but this is a solid release. I'd say an 8/10 game.",推荐,"2,388 products in account","10 people found this review helpful
4 people found this review funny 5"
someoneulove,40.3 hrs on record,"Posted: August 24
I'm surprised that I'm actually enjoying this game so far. I would love to give a thumbs up, but until they reverse their absolutely ridiculous ""This is a AAAA"" game statement, I will be a thumbs down.",推荐,194 products in account,"16 people found this review helpful
4 people found this review funny 0"
